Provider,PotentialFraud,InscClaimAmtReimbursed_sum,InscClaimAmtReimbursed_mean,InscClaimAmtReimbursed_std,InscClaimAmtReimbursed_count,DeductibleAmtPaid_sum,DeductibleAmtPaid_mean,Inpatient,Outpatient,UniqueAttendingPhysicians,UniqueOperatingPhysicians,UniqueOtherPhysicians,FraudBinary,Inpatient_Ratio,Total_Physicians,Amount_Per_Physician,Inpatient_Outpatient_Ratio,Deductible_Ratio,Pct_Male,Unique_Races,Unique_States,Pct_RenalDisease,Pct_Alzheimer,Pct_Heartfailure,Pct_Diabetes
PRV53773,No,175830,310.11,597.51,567,1700.0,3.0,0,567,196,68,121,0,0.0,264,666.0227272727273,0.0,0.009668374746205162,0.4143,4,9,0.1789,1.6365,1.4256,1.322
PRV53774,No,589370,2631.12,6906.51,224,51824.0,233.44,50,174,75,24,36,0,0.22321428571428573,99,5953.232323232323,0.2857142857142857,0.08793103155737218,0.4272,4,7,0.1942,1.6117,1.3981,1.2816
PRV53775,No,31170,663.19,1683.38,47,2416.0,51.4,2,45,26,11,11,0,0.0425531914893617,37,842.4324324324324,0.043478260869565216,0.07750794007250329,0.4889,3,5,0.1778,1.6222,1.5333,1.3333
PRV53776,Yes,571960,2859.8,8086.75,200,50736.0,253.68,47,153,83,26,38,1,0.235,109,5247.339449541284,0.3051948051948052,0.08870534879126374,0.4136,4,6,0.199,1.623,1.3979,1.3089
PRV53779,No,12430,253.67,494.2,49,100.0,2.04,0,49,27,5,14,0,0.0,32,388.4375,0.0,0.008044405116241654,0.3125,3,5,0.125,1.6458,1.5208,1.3125
PRV53780,No,5080,195.38,359.42,26,0.0,0.0,0,26,16,4,6,0,0.0,20,254.0,0.0,0.0,0.5769,2,3,0.2692,1.4615,1.5,1.3462
PRV53781,Yes,963190,2450.87,7111.01,393,85292.0,217.03,79,314,223,82,94,1,0.2010178117048346,305,3158.0,0.2507936507936508,0.08855149186402282,0.4178,4,25,0.2183,1.6065,1.4016,1.2615
PRV53782,No,17820,336.23,614.64,53,0.0,0.0,0,53,18,9,14,0,0.0,27,660.0,0.0,0.0,0.3846,4,4,0.2051,1.641,1.4103,1.3333
PRV53783,No,6640,221.33,592.67,30,0.0,0.0,0,30,24,7,12,0,0.0,31,214.19354838709677,0.0,0.0,0.3333,2,5,0.1333,1.5333,1.4,1.2333
PRV53784,No,5870,143.17,225.44,41,210.0,5.12,0,41,28,3,12,0,0.0,31,189.3548387096774,0.0,0.03576903423607562,0.5263,3,3,0.1842,1.6053,1.3158,1.3684
PRV53785,No,54580,423.1,825.49,129,400.0,3.1,0,129,76,21,34,0,0.0,97,562.680412371134,0.0,0.00732855755665891,0.4032,4,9,0.1694,1.5565,1.3548,1.2339
PRV53786,Yes,715760,517.92,1944.79,1382,42308.0,30.61,36,1346,14,16,10,1,0.02604920405209841,30,23858.666666666668,0.026726057906458798,0.05910911603174803,0.4275,4,3,0.1468,1.6394,1.4647,1.3439
PRV53787,Yes,303480,4101.08,5378.87,74,34176.0,461.84,32,42,29,8,11,1,0.43243243243243246,37,8202.162162162162,0.7441860465116279,0.11261331022370429,0.4865,4,11,0.2162,1.5,1.4054,1.2297
PRV53788,No,3500,194.44,246.51,18,0.0,0.0,0,18,10,4,6,0,0.0,14,250.0,0.0,0.0,0.2778,1,3,0.0556,1.3889,1.3889,1.2778
PRV53790,Yes,642230,1302.7,4893.84,493,48062.0,97.49,44,449,241,58,119,1,0.08924949290060852,299,2147.926421404682,0.09777777777777778,0.07483600137645177,0.4362,4,15,0.1872,1.6277,1.4043,1.3383
PRV53791,No,62190,675.98,2161.91,92,6728.0,73.13,6,86,29,13,19,0,0.06521739130434782,42,1480.7142857142858,0.06896551724137931,0.10818285604026306,0.3889,4,4,0.2,1.6333,1.3778,1.3444
PRV53792,Yes,272510,5141.7,6769.15,53,35294.0,665.92,33,20,20,6,4,1,0.6226415094339622,26,10481.153846153846,1.5714285714285714,0.12951403796543992,0.3654,3,6,0.2115,1.5577,1.2885,1.2115
PRV53793,No,25700,571.11,1534.4,45,40.0,0.89,0,45,27,10,14,0,0.0,37,694.5945945945946,0.0,0.001556359674720828,0.3514,3,5,0.1892,1.5135,1.4324,1.2162
PRV53794,No,47640,285.27,617.95,167,530.0,3.17,0,167,92,23,47,0,0.0,115,414.2608695652174,0.0,0.011124871434268803,0.4625,4,13,0.175,1.6875,1.4312,1.3312
PRV53796,No,5960,212.86,347.15,28,100.0,3.57,0,28,14,1,7,0,0.0,15,397.3333333333333,0.0,0.016775708773695688,0.4815,2,3,0.2222,1.4444,1.3704,1.2222
PRV53797,Yes,1303600,275.08,667.87,4739,14020.0,2.96,0,4739,6,6,2,1,0.0,12,108633.33333333333,0.0,0.010754824520693065,0.4094,4,9,0.148,1.6441,1.4792,1.3683
PRV53798,No,15620,411.05,719.74,38,0.0,0.0,0,38,16,3,10,0,0.0,19,822.1052631578947,0.0,0.0,0.1842,4,4,0.1842,1.6579,1.2895,1.3421
PRV53799,No,306440,406.96,1610.18,753,17702.0,23.51,14,739,264,102,177,0,0.01859229747675963,366,837.2677595628415,0.01891891891891892,0.05776642159502155,0.4053,4,14,0.2249,1.6198,1.4068,1.2811
PRV53801,No,26260,445.08,729.79,59,140.0,2.37,0,59,38,7,19,0,0.0,45,583.5555555555555,0.0,0.0053310993488442935,0.431,4,4,0.1552,1.6034,1.4828,1.2931
PRV53802,No,459870,5748.38,7447.65,80,47152.0,604.51,46,34,29,10,10,0,0.575,39,11791.538461538461,1.3142857142857143,0.10253310167416514,0.4474,4,5,0.2105,1.5263,1.3684,1.1974
PRV53805,No,22520,321.71,679.32,70,140.0,2.0,0,70,37,9,19,0,0.0,46,489.5652173913044,0.0,0.006216420230007549,0.4928,4,7,0.1739,1.6232,1.4058,1.3623
PRV53806,No,50270,290.58,496.73,173,550.0,3.18,0,173,46,19,35,0,0.0,65,773.3846153846154,0.0,0.010940701398420561,0.3851,4,7,0.2236,1.6273,1.4534,1.3665
PRV53807,No,375030,2373.61,5482.77,158,38728.0,245.11,36,122,78,24,33,0,0.22784810126582278,102,3676.764705882353,0.2926829268292683,0.10326612999992,0.3742,4,11,0.2065,1.5871,1.3161,1.2839
PRV53808,Yes,1927250,3909.23,6810.37,493,208122.0,423.01,195,298,145,39,64,1,0.39553752535496955,184,10474.184782608696,0.6521739130434783,0.10798904761237639,0.4487,4,19,0.1987,1.5662,1.3932,1.2692
PRV53812,No,260,130.0,98.99,2,0.0,0.0,0,2,2,0,0,0,0.0,2,130.0,0.0,0.0,0.0,1,1,0.5,1.5,1.5,1.0
PRV53814,No,30040,566.79,1522.42,53,3244.0,61.21,3,50,8,5,8,0,0.05660377358490566,13,2310.769230769231,0.058823529411764705,0.10798575280450051,0.3462,4,1,0.2115,1.4423,1.3654,1.3462
PRV53815,No,1800,163.64,254.8,11,0.0,0.0,0,11,2,1,1,0,0.0,3,600.0,0.0,0.0,0.2727,1,2,0.0909,1.5455,1.4545,1.5455
PRV53816,No,57210,294.9,603.94,194,960.0,4.95,0,194,2,1,2,0,0.0,3,19070.0,0.0,0.016779989862089457,0.435,4,1,0.1977,1.6271,1.4689,1.2825
PRV53817,No,5180,246.67,320.93,21,0.0,0.0,0,21,2,1,1,0,0.0,3,1726.6666666666667,0.0,0.0,0.2381,2,1,0.3333,1.5238,1.381,1.4286
PRV53818,No,1020,102.0,109.63,10,0.0,0.0,0,10,1,1,1,0,0.0,2,510.0,0.0,0.0,0.2222,1,1,0.3333,1.4444,1.5556,1.1111
PRV53819,No,17930,338.3,687.44,53,200.0,3.77,0,53,1,1,1,0,0.0,2,8965.0,0.0,0.011153867603591546,0.475,4,2,0.175,1.55,1.55,1.325
PRV53820,No,2450,163.33,191.52,15,40.0,2.67,0,15,2,1,2,0,0.0,3,816.6666666666666,0.0,0.016319869441044473,0.2,2,1,0.2667,1.4667,1.4667,1.4667
PRV53821,No,1070,107.0,210.13,10,0.0,0.0,0,10,1,1,0,0,0.0,2,535.0,0.0,0.0,0.5,1,1,0.1,1.6,1.2,1.3
PRV53824,No,35580,312.11,622.55,114,350.0,3.07,0,114,1,1,1,0,0.0,2,17790.0,0.0,0.00983671060397403,0.3297,4,1,0.1868,1.5824,1.4505,1.2967
PRV53827,No,2830,314.44,261.87,9,100.0,11.11,0,9,1,1,1,0,0.0,2,1415.0,0.0,0.03532320734722713,0.6667,1,1,0.1111,1.6667,1.3333,1.4444
PRV53828,No,6260,223.57,302.65,28,0.0,0.0,0,28,1,1,1,0,0.0,2,3130.0,0.0,0.0,0.5,3,1,0.125,1.5,1.5,1.0833
PRV53829,No,5910,369.38,654.78,16,180.0,11.25,0,16,2,2,2,0,0.0,4,1477.5,0.0,0.030451700219928945,0.5,1,3,0.0625,1.6875,1.625,1.4375
PRV53831,No,27550,331.93,717.25,83,100.0,1.2,0,83,2,2,2,0,0.0,4,6887.5,0.0,0.0036296323182461615,0.5211,4,1,0.0845,1.662,1.4789,1.3662
PRV53832,No,4910,409.17,675.05,12,0.0,0.0,0,12,1,1,1,0,0.0,2,2455.0,0.0,0.0,0.4167,2,1,0.3333,1.4167,1.25,1.0833
PRV53835,No,2300,287.5,293.1,8,0.0,0.0,0,8,2,1,2,0,0.0,3,766.6666666666666,0.0,0.0,0.25,1,1,0.125,1.625,1.625,1.375
PRV53836,No,10970,223.88,339.53,49,100.0,2.04,0,49,1,1,1,0,0.0,2,5485.0,0.0,0.009114939385653085,0.4318,4,1,0.25,1.4773,1.3636,1.2045
PRV53837,No,2490,191.54,241.69,13,80.0,6.15,0,13,2,1,1,0,0.0,3,830.0,0.0,0.03211561621838619,0.3077,2,1,0.1538,1.7692,1.4615,1.3846
PRV53838,No,57800,297.94,570.02,194,270.0,1.39,0,194,1,1,2,0,0.0,2,28900.0,0.0,0.004671199460216951,0.4324,4,1,0.1622,1.6689,1.4595,1.3986
PRV53839,No,0,0.0,0.0,1,0.0,0.0,0,1,1,1,0,0,0.0,2,0.0,0.0,0.0,1.0,1,1,0.0,2.0,1.0,1.0
PRV53840,No,460,76.67,97.3,6,40.0,6.67,0,6,1,0,1,0,0.0,1,460.0,0.0,0.08676789587852494,0.1667,2,1,0.0,1.3333,1.5,1.1667
PRV53841,No,3370,153.18,201.65,22,100.0,4.55,0,22,4,3,3,0,0.0,7,481.42857142857144,0.0,0.029664787896766538,0.4211,1,1,0.2105,1.6316,1.3158,1.1579
PRV53842,No,2410,344.29,774.81,7,0.0,0.0,0,7,1,1,1,0,0.0,2,1205.0,0.0,0.0,0.8571,1,1,0.0,1.7143,1.2857,1.2857
PRV53843,No,1460,104.29,135.35,14,10.0,0.71,0,14,2,1,1,0,0.0,3,486.6666666666667,0.0,0.006844626967830253,0.3571,2,1,0.0714,1.7143,1.7143,1.4286
PRV53844,No,7910,149.25,176.46,53,30.0,0.57,0,53,1,1,1,0,0.0,2,3955.0,0.0,0.0037921880925293893,0.25,3,1,0.225,1.525,1.5,1.275
PRV53845,No,9160,458.0,899.4,20,340.0,17.0,0,20,1,1,0,0,0.0,2,4580.0,0.0,0.03711385219954153,0.3889,2,1,0.2222,1.6111,1.3333,1.1667
PRV53846,No,2640,220.0,332.26,12,0.0,0.0,0,12,1,0,1,0,0.0,1,2640.0,0.0,0.0,0.3636,1,2,0.1818,1.6364,1.0909,1.1818
PRV53848,No,1080,135.0,269.6,8,0.0,0.0,0,8,3,1,1,0,0.0,4,270.0,0.0,0.0,0.25,1,2,0.25,1.75,1.625,1.25
PRV53849,No,2930,139.52,175.68,21,0.0,0.0,0,21,1,1,0,0,0.0,2,1465.0,0.0,0.0,0.4,3,1,0.15,1.5,1.5,1.4
PRV53850,No,1720,172.0,331.22,10,0.0,0.0,0,10,1,1,0,0,0.0,2,860.0,0.0,0.0,0.6,2,1,0.2,1.7,1.4,1.5
PRV53851,No,21100,439.58,1222.82,48,160.0,3.33,0,48,3,3,3,0,0.0,6,3516.6666666666665,0.0,0.007582579024690773,0.4043,3,1,0.1277,1.617,1.5319,1.4255
PRV53855,Yes,141000,7050.0,5335.83,20,21360.0,1068.0,20,0,8,7,4,1,1.0,15,9400.0,20.0,0.15148828731711123,0.4118,4,2,0.5294,1.3529,1.2941,1.2353
PRV53857,No,140000,14000.0,12400.72,10,10680.0,1068.0,10,0,2,2,0,0,1.0,4,35000.0,10.0,0.0762851693916472,0.4,1,1,0.1,1.3,1.2,1.2
PRV53859,No,33810,236.43,488.03,143,590.0,4.13,0,143,7,3,7,0,0.0,10,3381.0,0.0,0.0174499423264618,0.3731,4,2,0.1642,1.5821,1.4328,1.291
PRV53860,No,100,100.0,0.0,1,0.0,0.0,0,1,1,1,0,0,0.0,2,50.0,0.0,0.0,1.0,1,1,1.0,1.0,1.0,1.0
PRV53861,No,11000,5500.0,2121.32,2,2136.0,1068.0,2,0,2,1,0,0,1.0,3,3666.6666666666665,2.0,0.19416416689391874,1.0,1,1,0.5,2.0,2.0,1.5
PRV53862,No,50100,8350.0,8290.6,6,4272.0,712.0,4,2,3,1,0,0,0.6666666666666666,4,12525.0,1.3333333333333333,0.08526775912656434,0.1667,1,1,0.3333,1.8333,1.5,1.1667
PRV53864,No,460,230.0,240.42,2,0.0,0.0,0,2,1,0,1,0,0.0,1,460.0,0.0,0.0,0.5,1,1,0.5,2.0,1.0,1.5
PRV53865,No,60000,10000.0,1897.37,6,6408.0,1068.0,6,0,1,1,0,0,1.0,2,30000.0,6.0,0.10679822002966617,0.3333,2,2,0.1667,1.1667,1.6667,1.5
PRV53867,No,93270,7174.62,9491.51,13,9612.0,739.38,9,4,8,4,5,0,0.6923076923076923,12,7772.5,1.8,0.10305453999635471,0.3077,2,2,0.3846,1.5385,1.3077,1.3077
PRV53868,No,161420,5765.0,11646.21,28,10760.0,384.29,10,18,21,9,10,0,0.35714285714285715,30,5380.666666666667,0.5263157894736842,0.06665799369350951,0.4444,3,3,0.2593,1.4815,1.3333,1.2593
PRV53871,No,272730,223.55,480.55,1220,3290.0,2.7,0,1220,5,5,4,0,0.0,10,27273.0,0.0,0.01206316847003091,0.4011,4,4,0.1676,1.6403,1.4426,1.3503
PRV53872,No,170480,738.01,2830.91,231,10072.0,43.6,9,222,24,16,21,0,0.03896103896103896,40,4262.0,0.04035874439461883,0.05907989746657985,0.5,3,2,0.162,1.6268,1.3873,1.338
PRV53873,No,116650,1422.56,3199.52,82,15212.0,185.51,14,68,19,10,17,0,0.17073170731707318,29,4022.4137931034484,0.2028985507246377,0.13040608310258806,0.3421,3,2,0.1447,1.6053,1.4079,1.2763
PRV53874,No,149580,285.46,595.41,524,1710.0,3.26,0,524,14,15,11,0,0.0,29,5157.931034482759,0.0,0.011431933200072202,0.4279,4,2,0.1779,1.6779,1.4327,1.3173
PRV53875,No,9290,226.59,475.49,41,30.0,0.73,0,41,32,5,13,0,0.0,37,251.0810810810811,0.0,0.0032289312237649337,0.3714,3,4,0.2571,1.6286,1.4286,1.3714
PRV53876,No,31310,250.48,552.59,125,450.0,3.6,0,125,7,6,6,0,0.0,13,2408.4615384615386,0.0,0.014371945961483185,0.45,2,2,0.2167,1.5333,1.3667,1.3667
PRV53877,No,6750,355.26,537.44,19,10.0,0.53,0,19,13,4,5,0,0.0,17,397.05882352941177,0.0,0.0014812620352540364,0.5294,3,2,0.1765,1.7647,1.4118,1.3529
PRV53878,No,48670,1058.04,2800.0,46,5630.0,122.39,5,41,35,9,12,0,0.10869565217391304,44,1106.1363636363637,0.11904761904761904,0.11567463171087505,0.325,3,2,0.15,1.575,1.325,1.325
PRV53879,No,1340,89.33,123.03,15,0.0,0.0,0,15,6,2,4,0,0.0,8,167.5,0.0,0.0,0.5333,1,3,0.0,1.7333,1.4667,1.2667
PRV53880,No,19790,324.43,659.13,61,140.0,2.3,0,61,18,5,12,0,0.0,23,860.4347826086956,0.0,0.0070739224900207166,0.3261,3,3,0.1087,1.6304,1.3478,1.2826
PRV53884,Yes,1039970,3866.06,7116.43,269,124328.0,463.91,117,152,60,20,43,1,0.4349442379182156,80,12999.625,0.7647058823529411,0.11954948743763047,0.4159,4,10,0.1814,1.5619,1.3938,1.3053
PRV53885,No,49630,4135.83,5542.51,12,6408.0,534.0,6,6,10,4,4,0,0.5,14,3545.0,0.8571428571428571,0.129112852854063,0.3333,2,3,0.3333,1.6667,1.25,1.25
PRV53887,Yes,165500,276.76,532.47,598,980.0,1.64,0,598,5,6,2,1,0.0,11,15045.454545454546,0.0,0.005921414372118597,0.4836,4,2,0.1362,1.6714,1.5164,1.4178
PRV53888,No,19410,277.29,621.8,70,150.0,2.14,0,70,28,13,13,0,0.0,41,473.4146341463415,0.0,0.007727577146978517,0.3214,3,3,0.1964,1.6071,1.4107,1.3393
PRV53889,No,98480,505.03,1737.2,195,10152.0,52.06,9,186,115,35,63,0,0.046153846153846156,150,656.5333333333333,0.0481283422459893,0.10308587443263167,0.4332,4,14,0.1658,1.6043,1.4011,1.3636
PRV53891,No,10530,478.64,983.82,22,100.0,4.55,0,22,9,1,4,0,0.0,10,1053.0,0.0,0.009495774380400722,0.5,2,1,0.0909,1.7273,1.5,1.3182
PRV53892,No,150340,1263.36,4879.82,119,8814.0,74.07,8,111,40,19,27,0,0.06722689075630252,59,2548.135593220339,0.07142857142857142,0.05862672191883784,0.3217,3,4,0.1826,1.6261,1.4435,1.3391
PRV53894,Yes,268080,1235.39,5814.14,217,16860.0,77.7,15,202,6,5,2,1,0.06912442396313365,11,24370.909090909092,0.07389162561576355,0.06289143952760547,0.3918,3,4,0.2268,1.6392,1.433,1.3918
PRV53895,Yes,401380,315.3,729.85,1273,3270.0,2.57,0,1273,2,1,1,1,0.0,3,133793.33333333334,0.0,0.008146872921239421,0.4201,4,6,0.1441,1.625,1.4531,1.3663
PRV53896,No,10950,254.65,615.03,43,140.0,3.26,0,43,26,7,10,0,0.0,33,331.8181818181818,0.0,0.012784220619121541,0.3421,4,4,0.1579,1.6053,1.4474,1.3158
PRV53899,No,120,40.0,52.92,3,10.0,3.33,0,3,3,0,2,0,0.0,3,40.0,0.0,0.08264462809917356,0.3333,1,1,0.3333,1.3333,1.0,1.0
PRV53900,Yes,201850,255.83,510.44,789,2670.0,3.38,0,789,10,10,7,1,0.0,20,10092.5,0.0,0.013227578758589256,0.4416,4,6,0.1924,1.6278,1.4448,1.3975
PRV53901,No,5400,385.71,737.09,14,0.0,0.0,0,14,10,4,5,0,0.0,14,385.7142857142857,0.0,0.0,0.3571,2,2,0.1429,1.5,1.3571,1.3571
PRV53905,No,21730,282.21,491.11,77,220.0,2.86,0,77,37,12,21,0,0.0,49,443.46938775510205,0.0,0.010123786296074732,0.375,4,2,0.1944,1.6944,1.4444,1.3194
PRV53906,No,480,120.0,122.47,4,0.0,0.0,0,4,3,1,2,0,0.0,4,120.0,0.0,0.0,0.0,2,3,0.0,1.75,1.75,1.5
PRV53907,No,45960,364.76,999.26,126,200.0,1.59,0,126,66,23,37,0,0.0,89,516.4044943820224,0.0,0.004351515415243358,0.4333,4,8,0.1833,1.6417,1.4,1.3417
PRV53908,No,8510,567.33,883.41,15,60.0,4.0,0,15,13,5,6,0,0.0,18,472.77777777777777,0.0,0.007049700387733521,0.7333,3,3,0.2667,1.7333,1.4667,1.3333
PRV53909,No,79990,312.46,624.13,256,200.0,0.78,0,256,29,20,20,0,0.0,49,1632.4489795918366,0.0,0.002500281281644185,0.4351,3,2,0.2143,1.5455,1.4156,1.3117
PRV53910,No,275480,2869.58,6201.32,96,27190.0,289.26,27,69,59,26,26,0,0.28125,85,3240.9411764705883,0.38571428571428573,0.0987000918393646,0.4945,4,4,0.2088,1.5495,1.3516,1.2857
PRV53911,Yes,374480,698.66,2550.36,536,15992.0,29.84,14,522,54,35,25,1,0.026119402985074626,89,4207.640449438202,0.02676864244741874,0.04270443627313535,0.4527,4,2,0.1791,1.5821,1.4726,1.3234
PRV53912,No,16820,254.85,441.06,66,210.0,3.18,0,66,41,7,19,0,0.0,48,350.4166666666667,0.0,0.012484394506866416,0.5246,4,6,0.2131,1.6393,1.541,1.4098
PRV53913,No,36180,276.18,491.77,131,260.0,1.98,0,131,53,21,28,0,0.0,74,488.9189189189189,0.0,0.007186092147812388,0.4109,4,11,0.2093,1.5969,1.3876,1.2016
PRV53915,No,152600,280.0,580.65,545,1510.0,2.77,0,545,27,24,15,0,0.0,51,2992.156862745098,0.0,0.00989508587754995,0.424,4,4,0.1498,1.6198,1.4631,1.3272
PRV53916,No,43180,224.9,452.29,192,1120.0,5.83,0,192,4,4,4,0,0.0,8,5397.5,0.0,0.02593733354947778,0.4128,3,1,0.1193,1.6422,1.3945,1.367
PRV53917,No,122200,611.0,2177.63,200,8046.0,40.23,7,193,27,20,19,0,0.035,47,2600.0,0.03608247422680412,0.0658423417156979,0.4057,4,2,0.1415,1.6132,1.4057,1.3302
PRV53918,Yes,1014510,282.75,572.38,3588,9100.0,2.54,0,3588,18,19,17,1,0.0,37,27419.18918918919,0.0,0.008969838671044474,0.4406,4,5,0.1486,1.6641,1.4617,1.3581
PRV53919,Yes,54050,2252.08,4206.98,24,6598.0,274.92,6,18,9,2,3,1,0.25,11,4913.636363636364,0.3157894736842105,0.12206989694917762,0.4545,3,3,0.1818,1.5909,1.3636,1.3182
PRV53920,No,95610,432.62,2163.7,221,4004.0,18.12,3,218,21,12,20,0,0.013574660633484163,33,2897.2727272727275,0.0136986301369863,0.041878026586899,0.4407,2,2,0.1186,1.6356,1.4322,1.3051
PRV53921,No,322230,419.57,1037.84,768,11152.0,14.52,9,759,48,33,51,0,0.01171875,81,3978.1481481481483,0.011842105263157895,0.034608712383352315,0.4357,4,4,0.1727,1.6647,1.4357,1.3534
PRV53922,No,13530,246.0,393.57,55,200.0,3.64,0,55,25,9,10,0,0.0,34,397.94117647058823,0.0,0.014780873549626783,0.4902,3,3,0.1569,1.6275,1.3922,1.3529
PRV53923,Yes,270400,1744.52,4449.99,155,32160.0,207.48,30,125,72,31,52,1,0.1935483870967742,103,2625.242718446602,0.23809523809523808,0.11893447139618567,0.4532,3,5,0.1151,1.6331,1.4388,1.3381
PRV53924,No,0,0.0,0.0,1,0.0,0.0,0,1,1,1,1,0,0.0,2,0.0,0.0,0.0,1.0,1,1,0.0,2.0,2.0,1.0
PRV53925,No,160200,2626.23,3778.42,61,21460.0,351.8,20,41,30,12,13,0,0.32786885245901637,42,3814.285714285714,0.47619047619047616,0.1339567168744265,0.5345,4,3,0.1379,1.5,1.431,1.2931
PRV53926,No,8840,327.41,633.13,27,120.0,4.44,0,27,20,6,10,0,0.0,26,340.0,0.0,0.013573125212080081,0.4231,3,4,0.1923,1.6538,1.3462,1.5385
PRV53927,No,3600,327.27,653.48,11,0.0,0.0,0,11,9,2,3,0,0.0,11,327.27272727272725,0.0,0.0,0.2727,2,3,0.1818,1.5455,1.4545,1.2727
PRV53928,No,23750,579.27,1288.8,41,3294.0,80.34,3,38,29,6,10,0,0.07317073170731707,35,678.5714285714286,0.07692307692307693,0.13868889730958697,0.5122,4,2,0.1463,1.6829,1.4146,1.2927
PRV53931,No,40410,734.73,2468.05,55,3394.0,61.71,3,52,28,10,14,0,0.05454545454545454,38,1063.421052631579,0.05660377358490566,0.08398703323352552,0.5208,3,5,0.1458,1.7708,1.5208,1.3958
PRV53932,No,920140,3026.78,7216.45,304,86080.0,285.03,82,222,209,63,75,0,0.26973684210526316,272,3382.8676470588234,0.36771300448430494,0.0935508797021326,0.4417,4,11,0.2085,1.5583,1.4099,1.2792
PRV53933,No,81990,309.4,808.61,265,500.0,1.89,0,265,22,13,18,0,0.0,35,2342.5714285714284,0.0,0.006098230293568806,0.4338,4,6,0.1765,1.6103,1.4265,1.25
PRV53934,No,33500,274.59,546.46,122,530.0,4.34,0,122,69,17,35,0,0.0,86,389.5348837209302,0.0,0.015820423270947136,0.3711,4,4,0.2165,1.6701,1.3711,1.3299
PRV53935,No,5410,450.83,857.79,12,0.0,0.0,0,12,11,2,10,0,0.0,13,416.15384615384613,0.0,0.0,0.5,3,3,0.3333,1.3333,1.5833,1.3333
PRV53937,Yes,217970,5736.05,10499.33,38,18196.0,478.84,17,21,27,10,9,1,0.4473684210526316,37,5891.081081081081,0.7727272727272727,0.08347899491216722,0.5263,3,2,0.3684,1.5789,1.3158,1.1842
PRV53938,Yes,653670,5888.92,7306.06,111,86508.0,786.44,82,29,20,6,10,1,0.7387387387387387,26,25141.153846153848,2.7333333333333334,0.13234180497528572,0.3596,3,2,0.2247,1.573,1.3034,1.236
PRV53939,No,193440,636.32,3236.81,304,7638.0,25.12,6,298,23,18,18,0,0.019736842105263157,41,4718.048780487805,0.020066889632107024,0.03948490754286837,0.4382,4,2,0.1629,1.6404,1.382,1.3539
PRV53940,No,21890,225.67,434.41,97,330.0,3.4,0,97,62,18,31,0,0.0,80,273.625,0.0,0.01507468822803892,0.4516,4,10,0.1828,1.6344,1.4194,1.2581
PRV53941,No,82160,1067.01,2937.65,77,6478.0,84.13,6,71,34,19,20,0,0.07792207792207792,53,1550.188679245283,0.08333333333333333,0.07884519419189152,0.4861,3,3,0.125,1.6528,1.3333,1.3194
PRV53942,No,77620,3104.8,5022.58,25,8684.0,347.36,8,17,12,7,5,0,0.32,19,4085.2631578947367,0.4444444444444444,0.11187694051867407,0.5,2,1,0.2083,1.75,1.3333,1.125
PRV53943,No,91800,842.2,3003.82,109,8784.0,80.59,8,101,46,16,21,0,0.07339449541284404,62,1480.6451612903227,0.0784313725490196,0.09568523218701322,0.534,4,5,0.1748,1.5825,1.4272,1.2621
PRV53944,No,21740,209.04,445.01,104,430.0,4.13,0,104,2,1,1,0,0.0,3,7246.666666666667,0.0,0.0197782990662803,0.4545,4,2,0.2,1.6364,1.3636,1.3091
PRV53945,No,15300,312.24,703.41,49,160.0,3.27,0,49,25,6,10,0,0.0,31,493.5483870967742,0.0,0.01045683288673943,0.3404,3,4,0.234,1.5532,1.4043,1.2553
PRV53946,No,10070,479.52,733.43,21,100.0,4.76,0,21,13,7,9,0,0.0,20,503.5,0.0,0.00992950054612253,0.2857,2,2,0.0952,1.619,1.5238,1.2381
PRV53947,No,430,53.75,37.77,8,0.0,0.0,0,8,7,0,4,0,0.0,7,61.42857142857143,0.0,0.0,0.875,2,2,0.0,1.75,1.375,1.625
PRV53949,No,710,142.0,147.89,5,30.0,6.0,0,5,5,0,4,0,0.0,5,142.0,0.0,0.04219409282700422,0.4,1,1,0.2,1.6,1.6,1.8
PRV53950,No,82130,275.6,579.72,298,790.0,2.65,0,298,16,13,12,0,0.0,29,2832.0689655172414,0.0,0.009618779754294968,0.4468,4,3,0.2043,1.6043,1.4213,1.3362
PRV53951,Yes,223620,4141.11,9595.45,54,23556.0,436.22,22,32,34,10,19,1,0.4074074074074074,44,5082.272727272727,0.6666666666666666,0.10533894401688572,0.4694,4,3,0.2449,1.6122,1.4286,1.3061
PRV53952,No,4580,305.33,455.54,15,0.0,0.0,0,15,9,2,6,0,0.0,11,416.3636363636364,0.0,0.0,0.3846,3,3,0.3077,1.4615,1.4615,1.5385
PRV53956,No,157610,299.64,671.36,526,1690.0,3.21,0,526,10,10,8,0,0.0,20,7880.5,0.0,0.010722601848855727,0.4361,4,3,0.1696,1.6167,1.4207,1.326
PRV53957,No,6640,442.67,945.95,15,0.0,0.0,0,15,8,2,4,0,0.0,10,664.0,0.0,0.0,0.6429,3,1,0.0714,1.6429,1.5,1.2857
PRV53958,No,475260,666.56,1968.05,713,25106.0,35.26,23,690,13,9,9,0,0.03225806451612903,22,21602.727272727272,0.03328509406657019,0.052825710504333406,0.4382,4,2,0.1471,1.6441,1.4912,1.3353
PRV53959,Yes,896830,4190.79,9102.66,214,79152.0,373.36,76,138,105,47,32,1,0.35514018691588783,152,5900.1973684210525,0.5467625899280576,0.08825743088720171,0.3564,4,8,0.2129,1.5594,1.4406,1.297
